11|19
11|22
11|25
11|31
11|32
11|34
11|35
11|41
11|45
11|46
11|54
11|66
11|67
11|71
11|72
11|74
11|76
11|83
11|84
11|88
11|91
11|96
11|98
11|99
12|11
12|13
12|27
12|28
12|36
12|38
12|41
12|54
12|55
12|63
12|67
12|72
12|75
12|78
12|81
12|82
12|84
12|85
12|88
12|89
12|93
12|94
12|97
12|99
13|11
13|19
13|22
13|25
13|31
13|32
13|34
13|35
13|38
13|41
13|45
13|46
13|54
13|66
13|67
13|71
13|72
13|81
13|84
13|88
13|91
13|94
13|98
13|99
19|12
19|21
19|23
19|24
19|25
19|27
19|34
19|42
19|45
19|53
19|55
19|71
19|74
19|75
19|76
19|78
19|82
19|83
19|85
19|86
19|87
19|89
19|91
19|96
21|11
21|12
21|13
21|23
21|24
21|27
21|28
21|36
21|38
21|55
21|63
21|67
21|72
21|75
21|78
21|81
21|82
21|85
21|86
21|89
21|93
21|94
21|97
21|99
22|12
22|19
22|21
22|23
22|24
22|25
22|31
22|34
22|35
22|42
22|45
22|46
22|53
22|55
22|66
22|71
22|74
22|76
22|83
22|86
22|87
22|91
22|96
22|98
23|11
23|12
23|13
23|27
23|28
23|36
23|38
23|41
23|54
23|55
23|63
23|67
23|72
23|75
23|78
23|81
23|82
23|84
23|85
23|89
23|93
23|94
23|97
23|99
24|11
24|12
24|13
24|23
24|27
24|28
24|36
24|38
24|41
24|55
24|63
24|67
24|72
24|75
24|78
24|81
24|82
24|85
24|86
24|89
24|93
24|94
24|97
24|99
25|12
25|21
25|23
25|24
25|27
25|34
25|42
25|45
25|53
25|55
25|63
25|71
25|74
25|75
25|76
25|78
25|82
25|83
25|85
25|86
25|87
25|89
25|91
25|96
27|11
27|13
27|22
27|28
27|32
27|35
27|36
27|38
27|41
27|46
27|54
27|63
27|67
27|72
27|78
27|81
27|84
27|88
27|89
27|93
27|94
27|97
27|98
27|99
28|11
28|13
28|19
28|22
28|25
28|31
28|32
28|35
28|36
28|38
28|41
28|46
28|54
28|66
28|67
28|72
28|81
28|84
28|88
28|93
28|94
28|97
28|98
28|99
31|12
31|19
31|21
31|23
31|24
31|25
31|27
31|34
31|42
31|45
31|53
31|55
31|71
31|74
31|75
31|76
31|82
31|83
31|85
31|86
31|87
31|89
31|91
31|96
32|12
32|19
32|21
32|22
32|23
32|24
32|25
32|31
32|34
32|35
32|42
32|45
32|46
32|53
32|66
32|71
32|74
32|76
32|83
32|86
32|87
32|91
32|96
32|98
34|12
34|21
34|23
34|24
34|27
34|28
34|42
34|45
34|53
34|55
34|63
34|74
34|75
34|76
34|78
34|82
34|83
34|85
34|86
34|87
34|89
34|91
34|93
34|96
35|12
35|19
35|21
35|23
35|24
35|25
35|31
35|34
35|42
35|45
35|46
35|53
35|55
35|66
35|71
35|74
35|75
35|76
35|83
35|86
35|87
35|91
35|96
35|98
36|11
36|13
36|19
36|22
36|25
36|31
36|32
36|34
36|35
36|38
36|41
36|46
36|54
36|66
36|67
36|71
36|72
36|81
36|84
36|88
36|94
36|97
36|98
36|99
38|11
38|19
38|22
38|25
38|31
38|32
38|34
38|35
38|41
38|45
38|46
38|54
38|66
38|67
38|71
38|72
38|74
38|76
38|84
38|88
38|91
38|96
38|98
38|99
41|19
41|21
41|22
41|25
41|31
41|32
41|34
41|35
41|42
41|45
41|46
41|53
41|54
41|66
41|71
41|74
41|76
41|83
41|84
41|87
41|88
41|91
41|96
41|98
42|11
42|12
42|13
42|21
42|23
42|24
42|27
42|28
42|36
42|38
42|53
42|55
42|63
42|75
42|78
42|81
42|82
42|85
42|86
42|87
42|89
42|93
42|94
42|97
45|12
45|21
45|23
45|24
45|27
45|28
45|36
45|42
45|53
45|55
45|63
